NDVI,GNDVI,SAVI,RVI,EVI,label,label_str
0.6100169,0.5642428,0.38017303,4.128427,0.42504802,1,Sehat
0.68059355,0.61622226,0.51659757,5.261614,0.6165765,1,Sehat
0.78040695,0.66940314,0.53620195,8.1077585,0.6161722,1,Sehat
0.7366884,0.6290833,0.5204211,6.595563,0.5751219,1,Sehat
0.78100145,0.68967813,0.53989655,8.132479,0.61162424,1,Sehat
0.69545555,0.5575781,0.5022814,5.5671854,0.59115374,1,Sehat
0.5153865,0.48727703,0.34956723,3.127,0.37868536,1,Sehat
0.75152755,0.65583634,0.4959678,7.0491805,0.5773293,1,Sehat
0.6242671,0.5799653,0.41168886,4.322931,0.44108638,1,Sehat
0.75355214,0.65197325,0.5080378,7.1153083,0.575405,1,Sehat
0.7974384,0.68026614,0.54720056,8.873536,0.63887197,1,Sehat
0.7068715,0.5744926,0.52027094,5.822946,0.73497665,1,Sehat
0.74055105,0.6519325,0.50054944,6.708647,0.5411232,1,Sehat
0.7283473,0.6299148,0.52662385,6.362342,0.6172817,1,Sehat
0.7936871,0.7014537,0.5553777,8.694014,0.61789954,1,Sehat
0.60311115,0.5115956,0.4410679,4.0391946,0.5313159,1,Sehat
0.7594753,0.66368026,0.5143703,7.3151517,0.5923372,1,Sehat
0.72867996,0.66404766,0.4540512,6.3713694,0.47801036,1,Sehat
0.69192487,0.613808,0.48705018,5.491924,0.5470902,1,Sehat
0.74395925,0.67269766,0.54177815,6.811258,0.6122235,1,Sehat
0.7902316,0.64373773,0.60079885,8.534323,0.7512579,1,Sehat
0.7098355,0.57352227,0.56785524,5.8926415,0.7188176,1,Sehat
0.75975394,0.661706,0.58115256,7.3248,0.6917854,1,Sehat
0.6840604,0.58306193,0.5081769,5.3303227,0.5822952,1,Sehat
0.7450159,0.6355248,0.500993,6.843629,0.58479196,1,Sehat
0.7027337,0.628653,0.49059123,5.727975,0.5550515,1,Sehat
0.77151453,0.6328369,0.5966867,7.753289,0.7337646,1,Sehat
0.74691457,0.6337334,0.614652,6.9024706,0.7978835,1,Sehat
0.6560952,0.5305702,0.43957508,4.8155622,0.5037669,1,Sehat
0.76476187,0.6596507,0.52369565,7.5020237,0.60093546,1,Sehat
0.78145385,0.6763868,0.54143345,8.151385,0.6210191,1,Sehat
0.59743494,0.5414232,0.32221085,3.9681416,0.3456449,1,Sehat
0.61398965,0.55977464,0.4428987,4.181208,0.48123458,1,Sehat
0.7576127,0.68083864,0.450507,7.2512565,0.47160512,1,Sehat
0.7470033,0.6466346,0.49248964,6.905242,0.5673717,1,Sehat
